-1.463586622632974121e-01,7.500942224303734640e-02
-2.071411519446063332e-02,9.881281850999730498e-02
8.126611116524455614e-02,-1.141235293636798931e-01
6.827667694673515697e-02,1.230915766435659170e-02
-8.017730950611397234e-02,1.072744706752372934e-01
2.203434408990243704e-02,-9.033469146411669815e-02
-4.592227594460471934e-02,3.220977279615558353e-02
1.387818594248367843e-01,3.604243292691837464e-02
-2.605519383337485256e-02,1.161503358272732295e-01
8.006556337350868857e-02,-1.138299946067171061e-04
-2.302855174751777118e-02,-1.250243827227621451e-01
-1.082016937550109026e-01,1.310965611518045693e-01
-5.895864848033770256e-02,3.755948143912120341e-02
-1.201799135944062735e-01,-6.731977754377931056e-02
-1.167080314389639800e-01,9.512740774090282236e-02
9.278972050024755780e-02,9.410545681934044671e-02
3.050872475640872480e-02,5.875092855001692177e-02
5.659704640416491316e-04,1.690891449168942587e-02
-7.311949413776383522e-02,-6.727601036492834863e-02
7.743561497483422013e-03,2.244914077263159002e-02
1.858166805752226036e-02,9.676408093546579048e-02
-3.335536662804855501e-02,7.946681374682390553e-02
-7.918800291661176605e-02,-2.396565921718279979e-02
9.020700864845793143e-02,9.483639956536341759e-03
-6.234467469978002829e-02,8.422246775498333504e-03
-3.000752962648736352e-02,-2.007329836799669476e-01
-4.530799034735742692e-02,1.552720899914801500e-02
-9.139635395671190377e-02,-8.484296948541852901e-02
3.224329389006717200e-03,-2.959005021879216463e-02
-4.479743191741889646e-02,3.887247001337140739e-02
1.000292552697741762e-02,8.936355933763830139e-02
-1.108078337577880629e-01,-1.591003555022177038e-02
3.639100038755679195e-02,1.233876151385025766e-02
-2.173536045309858861e-02,1.757496643243824236e-02
-2.101312832079747089e-02,8.257596260037906866e-02
-8.403776848997129498e-03,-1.508405440570299294e-01
-1.691196918346111674e-02,6.817005679538618024e-02
7.129542306054852119e-02,-1.146271081467429565e-01
1.834882248051514786e-01,-1.094336207212113915e-01
-1.665638019235899103e-01,-4.818062066012554490e-02
6.911711614001664339e-02,5.443926580144236443e-02
-2.640396791790945719e-02,1.400900926467468603e-02
3.943788914382309607e-02,1.153170105812222762e-02
7.255886628388069637e-02,-1.166540182859390762e-02
1.540883154849642389e-01,-2.341521564237898645e-02
-4.446040766862308785e-02,-4.742063147758299180e-02
8.746962168922303715e-02,-2.728068399314471579e-02
4.500852922566299028e-03,-4.572991093397053147e-02
4.514192805639219430e-02,-1.360929826204460846e-01
-2.121300056420220848e-02,1.266838480251675052e-02
4.677737134364970406e-02,-2.020300320010998130e-02
5.006796953485437296e-03,9.465534838499470305e-02
9.090507478243756156e-02,6.605667203461147718e-02
4.401900482704175499e-02,-1.067092984969577885e-01
-2.975664824697010595e-03,-7.217634296532497717e-02
4.010761482310433446e-02,7.893905972493104814e-03
1.885248839337924642e-02,-4.614291980177688546e-03
1.518087109910276067e-01,-4.141708907557009600e-02
2.095975031215862802e-02,3.313510617429517302e-02
1.160344033537382136e-01,4.217646675508434154e-03
6.049312931176065167e-02,-5.536174712965984124e-02
-3.988254799469642675e-02,-1.825006740195679947e-02
