6.722031347240955967e-02,-7.674128981784211767e-03,8.400488975162059835e-02,9.941281651630454186e-02,-1.427584377976894858e-01,-4.681321260013318608e-02,-9.032499464438802084e-02,6.956039154692408855e-02,-9.282957081787705789e-02,-6.556704599968431191e-02
7.084865361416789464e-02,-1.041095948354736900e-01,3.290969244386177106e-02,6.656674651131769260e-02,4.731443737819737705e-02,9.412663942821383745e-02,7.769927856707375957e-02,1.368122343308131594e-01,-5.734701988497625802e-02,6.306326963088471071e-02
9.863703361619502452e-02,-9.911473602149854789e-02,6.120978392535150747e-02,1.071145702329102944e-01,7.562344690036043593e-02,9.812037428706349429e-02,6.426280780899557010e-02,9.442005132543385137e-02,-9.113536119015119841e-02,9.986407499582497516e-02
-1.134399987118130948e-01,1.253244576857560355e-01,-2.441858970122054440e-02,4.559039116701640859e-02,2.555490984553634992e-02,5.780135246198264687e-02,2.366097738222122659e-02,-1.295953884482368978e-01,1.467988789303935893e-01,3.951029013165063830e-02
-1.411935066011000828e-01,-4.885298378168637101e-02,1.182885941621458492e-01,1.162578062904160159e-01,5.440186379030292896e-02,-1.669362344859648406e-04,1.042383665512378876e-01,6.226908574051329137e-02,-6.133549898763671071e-02,-9.985715981213226511e-02
-5.723474877617194811e-02,-1.291966657457367107e-01,-8.257906710405193973e-02,-2.198152691857524488e-03,-1.261499674943638294e-01,-7.596681773224474299e-02,-4.073351611356378077e-02,-3.721235797287722469e-02,-3.466976481276029531e-03,-2.196374427783415184e-02
-1.381186679169879583e-02,-8.939966010720906686e-02,-5.265175316826103957e-03,-1.347249426856605148e-01,-5.093716891380534184e-02,-2.444884205808198208e-02,-4.839693356687148340e-02,9.391261087293586995e-02,1.313618479352668122e-01,6.399392250705404628e-03
-1.872995671652186167e-02,9.577660971261797718e-02,5.473842106288215326e-02,1.288903229627914315e-01,-7.770283084122706074e-02,-1.134682128884725028e-01,8.636270357832409594e-02,-1.053179448975571364e-01,3.265923896832981232e-02,8.722633569689416944e-02
6.299344443368465329e-03,-1.114548181133372395e-01,-2.785849814218971376e-02,8.535301855564955686e-02,-1.372318898944105692e-01,3.619944917595943612e-02,1.384458498714022379e-02,1.185151277229077593e-01,-6.091072247903614456e-02,1.191761223240828393e-01
5.501779665842487788e-02,1.205352417837210477e-02,-1.398326568572846040e-01,3.386258439844064272e-02,-9.014238766661128444e-02,-1.096913256456771291e-01,-5.403855985551983543e-02,4.318289064602379157e-02,-1.104131619225042216e-01,7.829563226555330546e-02
